temp,hum,pressure,mq2,mq135,label
26.236203565420873,38.31939786151342,1020.0397114798515,698.3411686138297,750.820690000816,Smoke/Fire
43.52142919229749,37.28851593503999,1036.380263050999,259.1126122230684,718.7263632939732,VehiclePoll
36.95981825434215,83.43782063647257,1033.2112650853112,905.2201819764941,143.16883529944698,GasLeak
32.959754525911094,37.46823398946543,990.7729933285642,665.9062886609099,947.6629499733434,Smoke/Fire
19.680559213273096,39.03648082900417,990.4474628819032,245.09918452306877,603.1234526985854,VehiclePoll
19.67983561008608,73.15787836925746,998.7722057421439,988.2380270551539,403.9049320650208,Smoke/Fire
16.742508365045985,51.481788971537796,1005.2752308438726,578.4513226585009,786.1120417409334,Smoke/Fire
40.98528437324806,74.36973898686269,1008.5918906985938,167.28527107753757,300.4165910247899,HeatRisk
33.03345035229626,24.575631029506965,1027.5788051783343,678.5667707751071,724.7850714460698,Smoke/Fire
36.242177333881365,54.1299835571369,983.9676302516085,333.7025911728239,88.63900496779655,HeatRisk
15.617534828874074,22.352952012829785,982.4270892958247,841.8090560827502,866.7440205938216,Smoke/Fire
44.097295564859834,24.38572424187482,1007.4337394060736,854.849773901594,486.0702341517429,Smoke/Fire
39.97327922401266,83.45062173410876,1028.8014584496586,1003.568409453853,669.5022056702772,Smoke/Fire
21.370173320348286,29.74717597823166,993.5404740069538,563.225577135617,265.2643986719032,GasLeak
20.454749016213018,57.2694477592652,1024.9053136879377,519.9251999887014,708.7927224166699,Smoke/Fire
20.502135295603015,48.77669218204946,998.187969655821,795.4579838271017,801.3897884441582,Smoke/Fire
24.127267288786133,44.31403283811899,1042.026027616946,222.2704158035982,510.43643083852,VehiclePoll
30.742692948967136,82.98833419810907,1042.6982960986631,604.8030192310537,651.0482971121259,Smoke/Fire
27.958350559263472,21.527637774284266,1000.8101042996929,604.1865349207754,494.0051238791938,Smoke/Fire
23.736874205941255,66.46527803229124,996.0995627774269,182.5836923539874,919.9509022878837,VehiclePoll
